CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_SAN,SYNERGY_SCORE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA,QA,BatchID,COMBINATION_ID
NCIH1650,MITOMYCINE,BEZ-235,1.0,0.4,0.391935566,1.38549681,9.596430836,0.026192381,2.282002176,42.52027988,0,1.0,5.047756298,28.921401,1,1,BEZ-235.MITOMYCINE
MSTO,LAPATINIB,MK-5108,5.0,2.0,5.0,0.898275962,39.27361218,0.65026385,3.045436626,75.41860409,0,1.0,32.30996553,42.27330504,1,1,LAPATINIB.MK-5108
UACC62,L778123,AZD1775,5.0,0.5,1.784188987,10.0,71.31095977,0.183190654,10.0,57.39214217,0,1.0,15.27739413,20.91739471,1,1,AZD1775.L778123
OVCAR3,DASATINIB,ABT-888,3.0,10.0,0.045270028,1.204779996,19.79834226,4.722254934,10.0,81.70759141,0,1.0,13.06266395,16.63060057,1,1,ABT-888.DASATINIB
SKMEL30,L778123,ERLOTINIB,5.0,5.0,2.511332239,1.440093098,32.86517938,4.999660268,9.999997915,49.62549882,0,1.0,19.90964264,24.33395239,1,1,ERLOTINIB.L778123
NCIH23,CYCLOPHOSPHAMIDE,PD325901,10.0,0.1,1.0,0.0,100.0,0.006351238,1.105599683,64.70425209,0,1.0,0.059716602,0.059716602,1,2,CYCLOPHOSPHAMIDE.PD325901
SW620,METFORMIN,BORTEZOMIB,250.0,0.04,1.0,0.0,100.0,0.008343679,1.96227928,0.0,0,1.0,15.65148427,15.65148427,1,1,BORTEZOMIB.METFORMIN
NCIH23,MITOMYCINE,ERLOTINIB,1.0,5.0,0.082844194,1.678361548,18.58027281,5.0,0.897435425,20.94433559,0,0.0,-78.93352448,-61.65904426,1,1,ERLOTINIB.MITOMYCINE
MDAMB436,SUNITINIB,SN-38,5.0,0.005,5.0,1.115200953,24.67592069,0.001386618,0.955391235,36.15893559,0,1.0,-6.141147618,8.518532917,1,1,SN-38.SUNITINIB
NCIH520,PD325901,BORTEZOMIB,0.1,0.04,1.0,0.0,100.0,0.002956705,2.356249626,14.52539782,0,0.0,-20.43526422,-20.43526422,1,1,BORTEZOMIB.PD325901
OVCAR3,MK-5108,SN-38,2.0,0.005,0.505081133,3.093546829,70.89759062,0.000123162,10.0,72.4817766,0,0.0,-20.76581902,-2.031252422,1,1,MK-5108.SN-38
NCIH23,CYCLOPHOSPHAMIDE,MK-5108,10.0,2.0,1.0,0.0,100.0,0.394652741,1.966983939,42.47432515,0,1.0,4.168104819,4.168104819,1,1,CYCLOPHOSPHAMIDE.MK-5108
ES2,BORTEZOMIB,ABT-888,0.04,10.0,0.010181121,10.0,4.299070337,1.0,0.0,100.0,0,0.0,-0.801631557,-0.801631557,1,1,ABT-888.BORTEZOMIB
HCT116,ETOPOSIDE,ZOLINZA,4.0,4.0,1.853385046,2.083488679,26.11936313,1.456962526,2.661192051,8.683921983,0,0.0,4.123426661,11.74857515,1,1,ETOPOSIDE.ZOLINZA
PA1,L778123,MK-2206,5.0,4.0,1.816392559,1.054759976,38.99423397,4.0,1.386792155,73.45705124,0,1.0,22.47790989,27.92320895,1,1,L778123.MK-2206
OCUBM,CARBOPLATIN,ABT-888,50.0,10.0,37.23960423,2.107993797,0.0,0.0035,0.1,94.17387604,0,1.0,30.99128025,35.04984024,1,1,ABT-888.CARBOPLATIN
HT144,MITOMYCINE,PD325901,1.0,0.1,0.467330723,0.984816556,0.0,0.005108788,1.32860513,21.36815866,0,1.0,1.355400055,32.22373802,1,1,MITOMYCINE.PD325901
A375,MK-4541,L778123,4.0,5.0,1.0,0.0,100.0,1.186898895,1.445986422,64.25082193,0,1.0,6.258602518,6.258602518,1,1,L778123.MK-4541
NCIH520,VINBLASTINE,GELDANAMYCIN,0.04,2.0,0.014719529,1.238198376,8.285649094,0.213312181,1.427772568,47.69645721,0,0.0,-23.7254075,2.607197626,1,1,GELDANAMYCIN.VINBLASTINE
SW837,MK-4827,ERLOTINIB,10.0,5.0,1.424725928,1.439962588,66.52588611,0.769565078,0.822087429,33.06611568,0,1.0,-2.425710269,26.39887643,1,1,ERLOTINIB.MK-4827
A427,PD325901,TOPOTECAN,0.1,1.0,0.1,0.351473167,38.60716989,0.05356704,1.620082763,14.8192124,0,1.0,-1.179224998,20.76441849,1,1,PD325901.TOPOTECAN
PA1,L778123,MK-8669,5.0,0.01,1.816392559,1.054759976,38.99423397,0.000536966,10.0,85.69719959,0,1.0,17.0762748,30.99007232,1,1,L778123.MK-8669
LOVO,GEMCITABINE,MK-4827,0.01,10.0,0.001790428,2.487195144,15.37278164,10.0,1.119046815,31.40488082,0,0.0,-11.26991872,-5.418949086,1,1,GEMCITABINE.MK-4827
HCT116,PD325901,SORAFENIB,0.1,20.0,0.1,0.768189227,25.03799678,11.8340031,2.727782572,0.0,0,1.0,34.36551271,44.30258796,1,1,PD325901.SORAFENIB
NCIH2122,AZD1775,ERLOTINIB,0.5,5.0,0.261538241,10.0,28.68648592,1.832641816,1.295925477,17.31900126,0,1.0,18.93623702,23.73004249,1,1,AZD1775.ERLOTINIB
SW837,MITOMYCINE,TEMOZOLOMIDE,1.0,250.0,0.294926288,0.779094315,14.26280299,1.0,0.0,100.0,0,1.0,2.925888147,2.925888147,1,1,MITOMYCINE.TEMOZOLOMIDE
UACC62,METFORMIN,MK-4827,250.0,10.0,1.0,0.0,100.0,10.0,0.873190421,73.26849642,0,0.0,-8.907861641,-8.907861641,1,1,METFORMIN.MK-4827
ES2,MK-2206,DASATINIB,4.0,3.0,4.0,10.0,92.60110293,0.744653232,9.999999999,90.09579136,0,1.0,15.60896767,16.20957778,1,1,DASATINIB.MK-2206
A2058,AZD1775,MK-5108,0.5,2.0,0.212832215,10.0,26.78168024,0.883782073,10.0,48.18583715,0,0.0,5.907897821,8.260994053,1,1,AZD1775.MK-5108
SW837,METHOTREXATE,BORTEZOMIB,0.2,0.04,0.067412097,1.876664199,20.41174603,0.005778642,1.199849571,18.70191911,0,0.0,-8.734563579,12.38326074,1,1,BORTEZOMIB.METHOTREXATE
SW620,AZD1775,SORAFENIB,0.5,20.0,0.453095214,1.561476852,0.0,14.74249419,2.829603551,0.0,0,0.0,8.070321514,13.56691414,1,1,AZD1775.SORAFENIB
UWB1289,L778123,AZD1775,5.0,0.5,0.479317267,1.056099977,45.51825985,0.053169677,1.602490427,5.175709362,0,1.0,-2.289833444,11.88665375,1,1,AZD1775.L778123
UACC62,DOXORUBICIN,DASATINIB,0.3,3.0,0.094146819,1.013996352,0.0,1.351653828,1.128839243,68.07289515,0,1.0,4.773682825,17.38487166,1,1,DASATINIB.DOXORUBICIN
ES2,MRK-003,TOPOTECAN,10.0,1.0,10.0,2.081952655,57.2359014,0.079038019,1.700933256,0.517299404,0,1.0,28.88164996,32.41546227,1,1,MRK-003.TOPOTECAN
SKMES1,SUNITINIB,MK-8669,5.0,0.01,4.286803198,2.616590868,0.0,0.003326849,1.970468303,81.72686087,0,1.0,23.58826317,27.6444311,1,1,MK-8669.SUNITINIB
NCIH1650,VINBLASTINE,DINACICLIB,0.04,0.04,0.035265222,2.007607133,0.0,0.012708634,10.0,6.497412465,0,0.0,6.935058048,10.87696594,1,1,DINACICLIB.VINBLASTINE
NCIH520,MK-4541,LAPATINIB,4.0,5.0,0.882854581,1.11392054,93.0756375,5.0,10.0,59.99983675,0,0.0,-7.159288296,-5.852118285,1,1,LAPATINIB.MK-4541
A2058,MRK-003,ZOLINZA,10.0,4.0,10.0,10.0,86.40081666,1.33697119,10.0,28.70069909,0,0.0,1.652287826,2.568818371,1,1,MRK-003.ZOLINZA
A2780,AZD1775,BORTEZOMIB,0.5,0.04,0.465104939,1.508113113,0.0,0.00257599,3.177206137,2.49635213,0,0.0,-14.60404593,-6.549848511,1,1,AZD1775.BORTEZOMIB
SW620,5-FU,ZOLINZA,10.0,4.0,10.0,1.236562519,32.13727549,1.45042098,10.0,6.105522043,0,0.0,-1.982633272,2.061880363,1,1,5-FU.ZOLINZA
SW837,PD325901,SN-38,0.1,0.005,0.0055289,1.026539857,35.32074761,0.001450819,10.0,63.68866981,0,1.0,-4.480178252,13.65396536,1,1,PD325901.SN-38
ES2,METFORMIN,ZOLINZA,250.0,4.0,250.0,10.0,81.60199606,1.739350721,2.182020191,11.30337484,0,0.0,-3.01250548,-1.697073929,1,1,METFORMIN.ZOLINZA
MDAMB436,AZD1775,OXALIPLATIN,0.5,20.0,0.5,1.764110983,23.02831537,1.615189898,1.156902926,43.45298794,0,0.0,-11.80799244,-1.065589272,1,1,AZD1775.OXALIPLATIN
UWB1289,CARBOPLATIN,MK-4827,50.0,10.0,9.151304881,1.206081454,6.587707849,0.920962263,1.402625281,40.7876808,0,1.0,-17.67385428,13.1525501,1,1,CARBOPLATIN.MK-4827
HT144,DOXORUBICIN,GELDANAMYCIN,0.3,2.0,0.094969455,1.101610439,0.0,0.127285447,2.675002039,11.68700743,0,0.0,-7.42177011,12.11662001,1,1,DOXORUBICIN.GELDANAMYCIN
DLD1,MITOMYCINE,SORAFENIB,1.0,20.0,0.287366246,1.76411102,52.14266331,15.13866159,2.468851936,0.0,0,0.0,-0.625577125,7.398973455,1,1,MITOMYCINE.SORAFENIB
NCIH23,ABT-888,MK-8669,10.0,0.01,1.0,0.0,100.0,0.000735258,1.638180792,75.33258112,0,1.0,9.617708878,9.617708878,1,1,ABT-888.MK-8669
MSTO,MRK-003,METFORMIN,10.0,250.0,4.508848401,1.487276191,67.50506213,1.0,0.0,100.0,0,1.0,1.350745939,1.350745939,1,2,METFORMIN.MRK-003
SKMES1,CYCLOPHOSPHAMIDE,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.021111322,2.592316703,0.0,0,1.0,9.933039296,9.933039296,1,1,CYCLOPHOSPHAMIDE.DINACICLIB
MDAMB436,ZOLINZA,MK-8776,4.0,4.0,1.815346803,1.869642597,46.20741272,0.432222188,2.005138589,51.00271073,0,1.0,4.242730823,20.56882102,1,1,MK-8776.ZOLINZA
SKMEL30,PACLITAXEL,MK-8776,0.04,4.0,0.001680203,10.0,32.50349699,0.318583551,10.0,54.83043401,0,1.0,-14.81266926,17.38485543,1,1,MK-8776.PACLITAXEL
MSTO,DOXORUBICIN,MK-8776,0.3,4.0,0.019576934,1.253194512,18.9094291,0.959601137,3.152023786,13.04406555,0,1.0,-0.265989517,17.26371946,1,1,DOXORUBICIN.MK-8776
NCIH23,DOXORUBICIN,TEMOZOLOMIDE,0.3,250.0,0.020158106,1.573982898,10.52055258,75.48659523,9.805150552,59.10144016,0,1.0,4.709881858,10.43547557,1,1,DOXORUBICIN.TEMOZOLOMIDE
MSTO,CYCLOPHOSPHAMIDE,LAPATINIB,10.0,5.0,1.0,0.0,100.0,5.0,1.543447945,37.86914907,0,0.0,-11.76599823,-11.76599823,1,2,CYCLOPHOSPHAMIDE.LAPATINIB
A375,CARBOPLATIN,MK-8669,50.0,0.01,16.51765313,10.0,73.70106761,1.0,0.0,100.0,0,1.0,27.57607538,27.57607538,1,1,CARBOPLATIN.MK-8669
A375,DOXORUBICIN,BEZ-235,0.3,0.4,0.054328311,0.969306609,0.0,0.043930638,1.490933535,31.11815473,0,1.0,12.42041375,41.18627588,1,1,BEZ-235.DOXORUBICIN
SW620,METHOTREXATE,SORAFENIB,0.2,20.0,0.028114658,2.062232766,6.963477793,14.74249419,2.829603551,0.0,0,0.0,-0.823662115,4.472690707,1,1,METHOTREXATE.SORAFENIB
HCT116,DOXORUBICIN,L778123,0.3,5.0,0.069050962,1.277346879,0.0,5.0,0.823790025,50.86944642,0,0.0,-13.20448107,-2.456542811,1,1,DOXORUBICIN.L778123
HT144,MITOMYCINE,MK-4827,1.0,10.0,0.467330723,0.984816556,0.0,5.976272516,0.861234083,64.1919498,0,1.0,-7.436193714,7.879324656,1,1,MITOMYCINE.MK-4827
SKMES1,OXALIPLATIN,MK-8776,20.0,4.0,20.0,1.017489058,38.77348239,0.247417786,1.827538098,6.679757186,0,0.0,-8.779118652,-0.339102883,1,1,MK-8776.OXALIPLATIN
PA1,ABT-888,OXALIPLATIN,10.0,20.0,1.0,0.0,100.0,1.656636334,1.486071004,5.425252084,0,0.0,-20.40615904,-20.40615904,1,1,ABT-888.OXALIPLATIN
SW837,AZD1775,SN-38,0.5,0.005,0.425847443,1.146076477,0.0,0.001450819,10.0,63.68866981,0,1.0,20.45481876,30.60662942,1,1,AZD1775.SN-38
LOVO,TEMOZOLOMIDE,TOPOTECAN,250.0,1.0,250.0,10.0,88.59101696,0.079859844,1.204977945,18.91269816,0,0.0,-15.26750575,-13.74599312,1,1,TEMOZOLOMIDE.TOPOTECAN
MDAMB436,PACLITAXEL,AZD1775,0.04,0.5,0.007774824,1.490827223,32.07244389,0.5,1.764110983,23.02831537,0,1.0,13.83157289,24.50078464,1,1,AZD1775.PACLITAXEL
UACC62,GEMCITABINE,MK-8776,0.01,4.0,0.004607574,4.257338936,29.92302738,0.683849092,2.272269055,68.66626635,0,1.0,43.29621213,50.47544094,1,1,GEMCITABINE.MK-8776
NCIH2122,MRK-003,GELDANAMYCIN,10.0,2.0,3.176076215,10.0,82.5987529,0.102001461,10.0,10.04227814,0,0.0,-4.324006985,0.016158772,1,1,GELDANAMYCIN.MRK-003
DLD1,MRK-003,MK-4827,10.0,10.0,10.0,1.469551605,55.34735326,10.0,4.226111058,79.9962949,0,1.0,3.044046905,4.735294458,1,1,MK-4827.MRK-003
NCIH520,LAPATINIB,BORTEZOMIB,5.0,0.04,5.0,10.0,59.99983675,0.002956705,2.356249626,14.52539782,0,0.0,-14.93318052,-10.42920245,1,1,BORTEZOMIB.LAPATINIB
RPMI7951,DASATINIB,MK-8669,3.0,0.01,0.057024599,1.109862027,10.77339522,0.000292703,1.37366414,39.15969592,0,1.0,0.348548802,45.62199533,1,1,DASATINIB.MK-8669
ES2,MRK-003,MK-8776,10.0,4.0,10.0,2.081952655,57.2359014,0.567671689,2.158476563,24.17940241,0,1.0,6.217879574,11.27723124,1,1,MK-8776.MRK-003
OV90,MRK-003,MK-8669,10.0,0.01,10.0,0.784745814,21.78976649,0.000514302,1.497764095,42.50456187,0,1.0,-0.063891079,25.63089214,1,1,MK-8669.MRK-003
DLD1,TEMOZOLOMIDE,TOPOTECAN,250.0,1.0,1.0,0.0,100.0,0.098491347,1.374415069,37.62795605,0,1.0,3.928078365,3.928078365,1,1,TEMOZOLOMIDE.TOPOTECAN
SW620,CYCLOPHOSPHAMIDE,PD325901,10.0,0.1,1.0,0.0,100.0,0.003682238,1.175102831,32.92820459,0,0.0,-8.60321332,-8.60321332,1,1,CYCLOPHOSPHAMIDE.PD325901
A375,PD325901,MK-8776,0.1,4.0,0.005509909,1.473925683,37.34807066,1.431324925,1.301807158,66.84273325,0,0.0,-15.80328423,1.432036772,1,1,MK-8776.PD325901
SW620,CYCLOPHOSPHAMIDE,MK-8669,10.0,0.01,1.0,0.0,100.0,0.000977881,1.841104706,86.41377261,0,1.0,8.712225255,8.712225255,1,1,CYCLOPHOSPHAMIDE.MK-8669
SW620,ABT-888,OXALIPLATIN,10.0,20.0,1.0,0.0,100.0,4.211231268,2.361322242,41.65650233,0,1.0,2.685970567,2.685970567,1,1,ABT-888.OXALIPLATIN
NCIH520,DOXORUBICIN,MK-8669,0.3,0.01,0.088174055,1.926155651,42.95906329,0.001405001,1.507253779,63.80246242,0,1.0,-5.802084448,12.47716231,1,1,DOXORUBICIN.MK-8669
RPMI7951,PACLITAXEL,SUNITINIB,0.04,5.0,0.001681941,10.0,0.0,2.846947494,10.0,67.08508869,0,0.0,-9.8410291,-6.783966944,1,1,PACLITAXEL.SUNITINIB
MDAMB436,VINORELBINE,MK-5108,0.04,2.0,0.008235335,1.853452487,35.01579901,0.776514635,10.0,77.19701931,0,1.0,1.680526604,7.629784928,1,1,MK-5108.VINORELBINE
UWB1289,TEMOZOLOMIDE,MK-8669,250.0,0.01,12.06003901,10.0,68.36842981,0.000868384,0.997006777,48.622414,0,1.0,-13.44615243,27.78201064,1,1,MK-8669.TEMOZOLOMIDE
SKOV3,METHOTREXATE,L778123,0.2,5.0,0.052929861,10.0,86.72116632,2.011440665,10.0,79.29536556,0,1.0,-0.848236336,2.466723023,1,1,L778123.METHOTREXATE
OVCAR3,ERLOTINIB,DINACICLIB,5.0,0.04,0.591628629,0.904422279,14.93292635,0.011055734,2.415008788,1.703233835,0,1.0,6.440680932,26.98567641,1,1,DINACICLIB.ERLOTINIB
SKMEL30,ABT-888,DINACICLIB,10.0,0.04,1.0,0.0,100.0,0.010375306,1.808071773,1.905466692,0,1.0,8.279449724,8.279449724,1,1,ABT-888.DINACICLIB
OVCAR3,SUNITINIB,ERLOTINIB,5.0,5.0,2.278786328,10.0,83.87790724,0.591628629,0.904422279,14.93292635,0,1.0,16.80338384,23.04491228,1,1,ERLOTINIB.SUNITINIB
SKOV3,MRK-003,VINORELBINE,10.0,0.04,10.0,3.720052352,78.41020012,0.006281536,1.334115347,37.50166624,0,1.0,25.76595585,28.98450966,1,1,MRK-003.VINORELBINE
NCIH23,MK-4541,PACLITAXEL,4.0,0.04,1.0,0.0,100.0,0.002229019,2.660814591,17.54877076,0,0.0,-8.664442741,-8.664442741,1,1,MK-4541.PACLITAXEL
SW837,AZD1775,LAPATINIB,0.5,5.0,0.425847443,1.146076477,0.0,5.0,0.478748874,4.935309315,0,1.0,17.52519263,42.04837776,1,1,AZD1775.LAPATINIB
MDAMB436,MK-2206,PD325901,4.0,0.1,1.95898947,1.030844415,64.06371107,0.003237028,0.98617286,84.21060436,0,1.0,-7.444752224,12.21648419,1,1,MK-2206.PD325901
A427,MK-4541,MK-8669,4.0,0.01,1.0,0.0,100.0,0.002235011,10.0,78.71044869,0,1.0,45.80675114,45.80675114,1,1,MK-4541.MK-8669
SKMES1,MK-4541,BORTEZOMIB,4.0,0.04,4.0,0.871469299,72.65250133,0.002938092,2.205137857,1.605976463,0,0.0,-31.54612293,-25.66569666,1,1,BORTEZOMIB.MK-4541
ES2,ETOPOSIDE,ERLOTINIB,4.0,5.0,3.280136346,1.275699848,0.0,1.473512718,10.0,59.49911923,0,1.0,34.32235377,40.50644377,1,1,ERLOTINIB.ETOPOSIDE
OVCAR3,TEMOZOLOMIDE,DINACICLIB,250.0,0.04,1.0,0.0,100.0,0.011055734,2.415008788,1.703233835,0,1.0,7.801490698,7.801490698,1,1,DINACICLIB.TEMOZOLOMIDE
NCIH520,LAPATINIB,MK-5108,5.0,2.0,5.0,10.0,59.99983675,0.467125114,2.144212024,52.47306326,0,0.0,-12.98195547,-8.948582445,1,1,LAPATINIB.MK-5108
SKOV3,CARBOPLATIN,MK-8669,50.0,0.01,17.69242176,10.0,51.30222662,0.000373909,1.232210372,75.80196507,0,1.0,20.36179257,26.82524736,1,1,CARBOPLATIN.MK-8669
UACC62,TEMOZOLOMIDE,DASATINIB,250.0,3.0,49.2149162,1.738459268,73.96300333,1.351653828,1.128839243,68.07289515,0,0.0,-21.44732317,-8.296324751,1,1,DASATINIB.TEMOZOLOMIDE
MDAMB436,CARBOPLATIN,BEZ-235,50.0,0.4,4.406893458,1.491138113,48.03991722,0.021369411,1.143235316,48.43993302,0,1.0,-15.56474654,28.45106155,1,1,BEZ-235.CARBOPLATIN
SW837,METHOTREXATE,LAPATINIB,0.2,5.0,0.067412097,1.876664199,20.41174603,5.0,0.478748874,4.935309315,0,0.0,-16.25587279,6.807690997,1,1,LAPATINIB.METHOTREXATE
OCUBM,L778123,ABT-888,5.0,10.0,0.388440275,1.328200098,44.57149076,0.0035,0.1,94.17387604,0,1.0,-1.460474555,2.278121446,1,1,ABT-888.L778123
NCIH520,MK-4541,DOXORUBICIN,4.0,0.3,0.882854581,1.11392054,93.0756375,0.088174055,1.926155651,42.95906329,0,1.0,-3.757868873,1.057575275,1,1,DOXORUBICIN.MK-4541
SW837,DEXAMETHASONE,MK-8776,10.0,4.0,1.0,0.0,100.0,0.606385539,1.90506307,34.71508516,0,0.0,-11.61256469,-11.61256469,1,1,DEXAMETHASONE.MK-8776
SKMES1,CARBOPLATIN,L778123,50.0,5.0,50.0,1.279870124,56.91485535,5.0,0.669941762,24.23786948,0,1.0,-3.721887657,5.206037495,1,1,CARBOPLATIN.L778123
A2058,MK-8669,BEZ-235,0.01,0.4,0.00102899,2.008823373,78.66141835,0.025076727,2.676095718,29.0622981,0,1.0,57.20551414,74.10472732,1,1,BEZ-235.MK-8669
A2058,MRK-003,DINACICLIB,10.0,0.04,10.0,10.0,86.40081666,0.014252374,2.509340929,0.344792214,0,0.0,-4.709665753,-3.80140264,1,1,DINACICLIB.MRK-003
UACC62,MRK-003,PACLITAXEL,10.0,0.04,10.0,0.707584611,51.37402147,0.003698938,1.447321457,28.72141196,0,1.0,3.085616349,21.17947556,1,1,MRK-003.PACLITAXEL
MDAMB436,CARBOPLATIN,MK-5108,50.0,2.0,4.406893458,1.491138113,48.03991722,0.776514635,10.0,77.19701931,0,0.0,-5.213982289,2.37370969,1,1,CARBOPLATIN.MK-5108
A375,TEMOZOLOMIDE,ERLOTINIB,250.0,5.0,250.0,10.0,41.00513903,5.0,2.117079761,49.00041798,0,1.0,20.02036764,22.27869043,1,2,ERLOTINIB.TEMOZOLOMIDE
RKO,AZD1775,BEZ-235,0.5,0.4,0.236381455,10.0,57.07764202,0.023979506,1.651382462,47.62224428,0,1.0,25.12844412,34.25159859,1,1,AZD1775.BEZ-235
UACC62,MK-8669,SN-38,0.01,0.005,0.000693121,3.155845824,76.11335754,0.002358233,1.870395203,29.16194,0,1.0,8.129102484,23.24244315,1,1,MK-8669.SN-38
SKMEL30,DEXAMETHASONE,MK-8669,10.0,0.01,1.0,0.0,100.0,0.000562442,10.0,92.29145298,0,1.0,41.81236369,41.81236369,1,1,DEXAMETHASONE.MK-8669
PA1,MITOMYCINE,L778123,1.0,5.0,0.077630556,1.54288774,1.148840103,1.816392559,1.054759976,38.99423397,0,0.0,-36.71208865,-22.93091333,1,1,L778123.MITOMYCINE
UACC62,MITOMYCINE,MK-4827,1.0,10.0,0.175913308,1.300253292,33.69815044,10.0,0.873190421,73.26849642,0,1.0,3.340925393,12.63902315,1,1,MITOMYCINE.MK-4827
NCIH520,DOXORUBICIN,ABT-888,0.3,10.0,0.088174055,1.926155651,42.95906329,1.0,0.0,100.0,0,0.0,-3.14774499,-3.14774499,1,1,ABT-888.DOXORUBICIN
OCUBM,SUNITINIB,MK-5108,5.0,2.0,3.186994205,0.657578084,0.0,0.312043078,3.41530036,14.49593662,0,0.0,-11.50338447,-1.234212645,1,1,MK-5108.SUNITINIB
SKOV3,MK-4541,MK-8776,4.0,4.0,1.0,0.0,100.0,1.527309641,2.173630498,18.89348894,0,1.0,10.15912144,10.15912144,1,1,MK-4541.MK-8776
RKO,5-FU,BEZ-235,10.0,0.4,1.1050547,1.555285896,62.80603333,0.023979506,1.651382462,47.62224428,0,1.0,-18.44770061,11.92393975,1,1,5-FU.BEZ-235
NCIH23,CYCLOPHOSPHAMIDE,BORTEZOMIB,10.0,0.04,1.0,0.0,100.0,0.007467042,1.589534268,1.626693533,0,1.0,16.79528916,16.79528916,1,2,BORTEZOMIB.CYCLOPHOSPHAMIDE
A2058,BORTEZOMIB,TOPOTECAN,0.04,1.0,0.009332744,10.0,1.801692812,0.061665385,2.134367458,15.56262101,0,0.0,11.00720241,23.22255946,1,1,BORTEZOMIB.TOPOTECAN
MDAMB436,METFORMIN,DINACICLIB,250.0,0.04,1.0,0.0,100.0,0.00780765,3.044342429,35.97604907,0,1.0,9.644795566,9.644795566,1,1,DINACICLIB.METFORMIN
SKMES1,GELDANAMYCIN,SORAFENIB,2.0,20.0,0.12884668,2.229218661,17.79347907,11.13349922,10.0,12.34893381,0,0.0,-6.105850261,0.319438482,1,1,GELDANAMYCIN.SORAFENIB
UACC62,MITOMYCINE,SORAFENIB,1.0,20.0,0.175913308,1.300253292,33.69815044,9.01409606,3.144624821,0.978913795,0,0.0,-20.41065489,-9.307516401,1,1,MITOMYCINE.SORAFENIB
SKMEL30,MK-4541,CARBOPLATIN,4.0,50.0,1.0,0.0,100.0,17.92458268,10.0,66.60695318,0,1.0,16.82860053,16.82860053,1,1,CARBOPLATIN.MK-4541
VCAP,OXALIPLATIN,DINACICLIB,20.0,0.04,20.0,1.064700516,22.66681112,0.011954639,10.0,1.493141261,0,0.0,5.735964234,12.95049076,1,1,DINACICLIB.OXALIPLATIN
LOVO,MK-4827,GELDANAMYCIN,10.0,2.0,10.0,1.119046815,31.40488082,2.0,10.0,2.010397052,0,0.0,-0.131369361,3.035186282,1,1,GELDANAMYCIN.MK-4827
MSTO,SUNITINIB,TEMOZOLOMIDE,5.0,250.0,4.070855576,2.077094718,0.0,63.07362617,10.0,53.29202648,0,1.0,24.56924362,30.68408038,1,1,SUNITINIB.TEMOZOLOMIDE
VCAP,MITOMYCINE,PD325901,1.0,0.1,0.29195066,1.587331741,46.81023359,1.0,0.0,100.0,0,1.0,0.29636119,0.29636119,1,1,MITOMYCINE.PD325901
SW620,PACLITAXEL,BEZ-235,0.04,0.4,0.003622332,1.52289613,40.70309558,0.091510943,0.990890603,22.00959988,0,0.0,-27.20771506,9.117164917,1,1,BEZ-235.PACLITAXEL
A2780,MITOMYCINE,SUNITINIB,1.0,5.0,0.063785054,1.657777327,28.77322722,2.808751244,1.185821501,6.47394234,0,1.0,-9.26833729,9.526824388,1,1,MITOMYCINE.SUNITINIB
LOVO,SORAFENIB,MK-8776,20.0,4.0,7.311120444,6.725176024,11.37842292,0.257843062,1.883492775,29.73268258,0,0.0,-14.04049164,-5.936082927,1,1,MK-8776.SORAFENIB
OCUBM,ERLOTINIB,ABT-888,5.0,10.0,2.814767318,1.800593731,0.0,0.0035,0.1,94.17387604,0,1.0,13.59837785,18.27952051,1,1,ABT-888.ERLOTINIB
MDAMB436,AZD1775,DINACICLIB,0.5,0.04,0.5,1.764110983,23.02831537,0.00780765,3.044342429,35.97604907,0,1.0,6.527496879,13.56706919,1,1,AZD1775.DINACICLIB
A427,ZOLINZA,BORTEZOMIB,4.0,0.04,0.4915019,0.971800574,0.0,0.006316767,1.711002418,0.0,0,0.0,-36.4227726,-14.61785086,1,1,BORTEZOMIB.ZOLINZA
HT29,METHOTREXATE,SORAFENIB,0.2,20.0,0.06023656,4.238486333,38.63334885,6.477696881,4.150983807,6.233054364,0,0.0,-5.701223789,-0.834763548,1,1,METHOTREXATE.SORAFENIB
SKOV3,ZOLINZA,MK-5108,4.0,2.0,2.507144504,2.03038798,0.0,2.0,10.0,68.80201966,0,1.0,15.73380419,17.85195154,1,1,MK-5108.ZOLINZA
A2780,VINBLASTINE,DINACICLIB,0.04,0.04,0.006343301,1.482701977,13.3176134,0.006699069,2.301848829,10.32444442,0,1.0,0.908276446,19.69150067,1,1,DINACICLIB.VINBLASTINE
MDAMB436,TEMOZOLOMIDE,MK-5108,250.0,2.0,53.11893121,2.71078145,86.29198484,0.776514635,10.0,77.19701931,0,0.0,2.135543001,5.811296187,1,1,MK-5108.TEMOZOLOMIDE
A427,DOXORUBICIN,GELDANAMYCIN,0.3,2.0,0.019315017,1.464146255,0.24885381,0.267763617,1.599646228,22.2154231,0,1.0,-1.539377105,15.40273384,1,1,DOXORUBICIN.GELDANAMYCIN
SKMES1,CARBOPLATIN,PD325901,50.0,0.1,50.0,1.279870124,56.91485535,0.008145249,1.140047562,30.09826361,0,0.0,-45.32746548,-33.49836876,1,1,CARBOPLATIN.PD325901
ES2,ERLOTINIB,PD325901,5.0,0.1,1.473512718,10.0,59.49911923,0.013772609,1.127086793,49.30395914,0,1.0,12.74963258,22.97410238,1,1,ERLOTINIB.PD325901
